Wahlkreis;Partei;Jahr;Ergebnis
Lichtenberg;CDU;2017;18,5
Lichtenberg;CDU;2013;23,1
Lichtenberg;SPD;2017;14,9
Lichtenberg;SPD;2013;20,4
Lichtenberg;Linke;2017;29,3
Lichtenberg;Linke;2013;34,6
Lichtenberg;Gruene;2017;6,7
Lichtenberg;Gruene;2013;5,8
Lichtenberg;AfD;2017;16,7
Lichtenberg;AfD;2013;5,5
Lichtenberg;FDP;2017;5,3
Lichtenberg;FDP;2013;1,6
Lichtenberg;Sonstige;2017;8,6
Lichtenberg;Sonstige;2013;9
